path,bytes,class,why
docs/statutes/vatca-2010-revised/s034.md,6656,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s035.md,2935,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s036.md,1711,unreferenced,
docs/statutes/vatca-2010-revised/s037.md,2407,unreferenced,
docs/statutes/vatca-2010-revised/s043.html,19207,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s043.md,3515,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s045.html,13485,original,docs/statutes/_inbox/B/vatca-s045.md docs/statutes/vatca-2010-revised/s045.md
docs/statutes/vatca-2010-revised/s045.md,1805,unreferenced,
docs/statutes/vatca-2010-revised/s046.html,44364,cited-code,src/domain/rules/vatcaRevisedCuration.ts
docs/statutes/vatca-2010-revised/s046.md,5982,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s047.html,14908,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s047.md,2182,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s059.md,10021,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s060.md,5335,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s061.md,4635,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s062.html,16309,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s062.md,2506,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s063.html,24629,original,docs/statutes/_inbox/B/vatca-s063.md docs/statutes/vatca-2010-revised/s063.md
docs/statutes/vatca-2010-revised/s063.md,5761,unreferenced,
docs/statutes/vatca-2010-revised/s064.html,100683,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s064.md,31538,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s065.md,2894,unreferenced,
docs/statutes/vatca-2010-revised/s066.md,7838,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s067.html,22050,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s067.md,4197,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s068.html,24187,original,docs/statutes/_inbox/B/vatca-s068.md docs/statutes/vatca-2010-revised/s068.md
docs/statutes/vatca-2010-revised/s068.md,5186,unreferenced,
docs/statutes/vatca-2010-revised/s069.html,15318,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s069.md,2848,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s070.html,14002,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s070.md,1277,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s076.md,4050,unreferenced,
docs/statutes/vatca-2010-revised/s077.md,8545,unreferenced,
docs/statutes/vatca-2010-revised/s078.md,1492,unreferenced,
docs/statutes/vatca-2010-revised/s079.md,3010,unreferenced,
docs/statutes/vatca-2010-revised/s080.md,3642,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s084.md,4992,unreferenced,
docs/statutes/vatca-2010-revised/s086.md,1543,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s087.html,55358,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s087.md,16311,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s088.html,23496,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s088.md,4919,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s089.html,25920,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s089.md,5922,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s091.md,8858,unreferenced,
docs/statutes/vatca-2010-revised/s092.md,3349,unreferenced,
docs/statutes/vatca-2010-revised/s093.html,23546,original,docs/statutes/_inbox/B/vatca-s093.md docs/statutes/vatca-2010-revised/s093.md
docs/statutes/vatca-2010-revised/s093.md,5883,unreferenced,
docs/statutes/vatca-2010-revised/s094.html,33713,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s094.md,9034,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s095.html,57725,original,docs/statutes/_inbox/B/vatca-s095.md docs/statutes/vatca-2010-revised/s095.md
docs/statutes/vatca-2010-revised/s095.md,18605,unreferenced,
docs/statutes/vatca-2010-revised/s096.html,20871,original,docs/statutes/_inbox/B/vatca-s096.md docs/statutes/vatca-2010-revised/s096.md
docs/statutes/vatca-2010-revised/s096.md,2899,unreferenced,
docs/statutes/vatca-2010-revised/s097.html,31441,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s097.md,8931,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s098.html,12928,original,docs/statutes/_inbox/B/vatca-s098.md docs/statutes/vatca-2010-revised/s098.md
docs/statutes/vatca-2010-revised/s098.md,1280,unreferenced,
docs/statutes/vatca-2010-revised/s108.md,11617,unreferenced,
docs/statutes/vatca-2010-revised/s108A.md,2185,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s108B.md,2105,unreferenced,
docs/statutes/vatca-2010-revised/s108C.md,3647,unreferenced,
docs/statutes/vatca-2010-revised/s91A.md,5749,runtime,read by the test suite
docs/statutes/vatca-2010-revised/s91B.md,8524,unreferenced,
docs/statutes/vatca-2010-revised/s91C.md,4975,unreferenced,
docs/statutes/vatca-2010-revised/s91D.md,13870,unreferenced,
docs/statutes/vatca-2010-revised/s91E.md,5585,unreferenced,
docs/statutes/vatca-2010-revised/s91F.md,811,unreferenced,
docs/statutes/vatca-2010-revised/s91G.md,3783,unreferenced,
docs/statutes/vatca-2010-revised/s91H.md,5338,unreferenced,
docs/statutes/vatca-2010-revised/s91I.md,4197,unreferenced,
docs/statutes/vatca-2010-revised/s91J.md,13032,unreferenced,
docs/statutes/vatca-2010-revised/s92A.md,2400,unreferenced,
docs/statutes/vatca-2010-revised/s92B.md,2155,unreferenced,
docs/statutes/vatca-2010-revised/s92C.md,9762,unreferenced,
docs/statutes/vatca-2010-revised/s92D.md,1753,unreferenced,
docs/statutes/vatca-2010-revised/schedule-1.html,84455,runtime,read by the test suite
docs/statutes/vatca-2010-revised/schedule-1.md,19981,runtime,read by the test suite
docs/statutes/vatca-2010-revised/schedule-2.html,92965,runtime,read by the test suite
docs/statutes/vatca-2010-revised/schedule-2.md,21948,runtime,read by the test suite
docs/statutes/vatca-2010-revised/schedule-3.html,100367,runtime,read by the test suite
docs/statutes/vatca-2010-revised/schedule-3.md,19359,runtime,read by the test suite
docs/statutes/vatca-2010-revised/schedule-4.md,2181,runtime,read by the test suite
docs/statutes/vatca-2010-revised/schedule-5.md,2725,runtime,read by the test suite
docs/statutes/vatca-2010-revised/schedule-6.md,1182,runtime,read by the test suite
docs/statutes/vatca-2010-revised/schedule-9.md,844,runtime,read by the test suite
docs/statutes/vatca-2010/README.md,3087,cited-code,src/domain/rules/vatcaParser.ts
docs/statutes/vatca-2010/s46-revised.md,939,cited-docs,docs/statutes/vatca-2010/README.md
docs/statutes/vatca-2010/s5-revised.md,1144,cited-docs,docs/statutes/SOURCE-REGISTER.md docs/statutes/vatca-2010/README.md
docs/statutes/vatca-2010/s65-revised.md,2835,cited-docs,docs/statutes/vatca-2010/README.md
docs/statutes/vatca-2010/s84-revised.md,1488,cited-docs,docs/statutes/vatca-2010/README.md
docs/statutes/vatca-2010/vatca-2010-enacted.md,447045,runtime,read by the test suite
docs/statutes/vatca-2010/vatca-2010-enacted.pdf,770300,cited-docs,docs/statutes/vatca-2010/README.md
docs/statutes/vies/vies-and-intrastat.html,70131,original,docs/statutes/_inbox/C/vies/vies-and-intrastat.md docs/statutes/vies/vies-and-intrastat.md
docs/statutes/vies/vies-and-intrastat.md,1969,unreferenced,
docs/statutes/vies/vies-traders-manual.md,68212,cited-code,src/domain/vat/vies.ts
docs/statutes/vies/vies-traders-manual.pdf,1766656,original,docs/statutes/_inbox/C/vies/vies-traders-manual.md docs/statutes/vies/vies-traders-manual.md
docs/trust/01-current-state.md,30744,cited-docs,docs/trust/TRUST_MODEL.md
docs/trust/TRUST_MODEL.md,18839,cited-docs,docs/trust/rule-provenance.md docs/trust/rule-traceability-audit.md
docs/trust/rule-provenance.md,6510,cited-docs,docs/trust/rule-traceability-audit.md
docs/trust/rule-traceability-audit.md,99460,cited-code,scripts/rule-traceability-dump.ts
